15,24,90,90,0,500,,,,,,,24,0.125
15.25,24,90,45,0,500,,,,,,,40,0.111
15.5,24,90,45,0,500,,,,,,,,
15.722,40,90,0,0,500,,,,,,,,
15.944,40,90,0,0,500,,,,,,,,
16.194,24,90,90,0,500,,,,,,,,
