zŠÂ•ª•zÅ“K‰»Œ‹‰Ê
ƒXƒpƒ“•ûŒüˆÊ’uy[m],zŠÂ[m^2/s],—U“±Šp“x[deg],‚½‚í‚İ[m],‚½‚í‚İŠp[deg],‹È‚°ƒ‚[ƒƒ“ƒg,‚¹‚ñ’f—Í,„«,ü–§“x
4.025,4.14754396316,0.500105448857,0.0270608138714,1.14760673139,413.232591399,-166.702677268,36671000000.0,0.357
4.074999999999999,4.14167380144,0.498402195944,0.028079044519,1.18029716132,421.633946436,-168.529501869,36671000000.0,0.357
4.125,4.13580363972,0.496783318036,0.0291262267016,1.21365115331,430.127319389,-170.353824435,36671000000.0,0.357
4.175000000000001,4.129933478,0.495246448679,0.030202948478,1.24767601571,438.712602327,-172.175645998,36671000000.0,0.357
4.225,4.12406331628,0.493789506999,0.0313098044719,1.28237905123,447.389687548,-173.994967585,36671000000.0,0.357
4.275,4.11819315456,0.492410675855,0.0324473958714,1.31776755699,456.158467581,-175.811790215,36671000000.0,0.357
4.324999999999999,4.11232299284,0.491108383478,0.033616330428,1.35384882455,465.018835181,-177.626114903,36671000000.0,0.357
4.375,4.10645283113,0.489881288062,0.0348172224566,1.39063014001,473.970683335,-179.437942658,36671000000.0,0.357
4.425000000000001,4.10058266941,0.488728264984,0.0360506928345,1.42811878399,483.013905251,-181.247274481,36671000000.0,0.357
4.475,4.09471250769,0.487648396461,0.0373173690013,1.46632203174,492.148394369,-183.054111369,36671000000.0,0.357
4.525,4.08884234597,0.486640963276,0.0386178849586,1.50524715313,501.374044349,-184.858454312,36671000000.0,0.357
4.574999999999999,4.08297218425,0.485705438569,0.0399528812696,1.54490141274,510.690749078,-186.660304293,36671000000.0,0.357
4.625,4.07710202253,0.48484148347,0.0413230050591,1.58529206989,520.098402665,-188.459662291,36671000000.0,0.357
4.675000000000001,4.07123186081,0.484048944493,0.0427289100135,1.62642637867,529.596899441,-190.256529278,36671000000.0,0.357
4.725,4.06536169909,0.483327852739,0.0441712563808,1.66831158801,539.186133958,-192.050906218,36671000000.0,0.357
4.775,4.05949153738,0.482678424738,0.0456507109708,1.71095494174,548.86600099,-193.842794073,36671000000.0,0.357
4.824999999999999,4.05362137566,0.482101065111,0.0471679471551,1.75436367857,558.636395529,-195.632193795,36671000000.0,0.357
4.875,4.04775121394,0.481596371008,0.0487236448675,1.79854503222,568.497212786,-197.419106333,36671000000.0,0.357
4.925000000000001,4.04188105222,0.48116513843,0.0503184906045,1.84350623141,578.448348189,-199.203532627,36671000000.0,0.357
4.975,4.0360108905,0.480808370654,0.0519531774257,1.88925449991,588.489697384,-200.985473613,36671000000.0,0.357
5.025,4.03014072878,0.480527288795,0.0536284049542,1.93579705662,598.621156232,-202.76493022,36671000000.0,0.357
5.074999999999999,4.02427056706,0.480323344884,0.0553448793773,1.98314111558,608.842620809,-204.541903373,36671000000.0,0.357
5.125,4.01840040534,0.480198237681,0.0571033134475,2.03129388601,619.153987404,-206.316393987,36671000000.0,0.357
5.175000000000001,4.01253024363,0.480153931577,0.0589044264828,2.08026257239,629.55515252,-208.088402974,36671000000.0,0.357
5.225,4.00666008191,0.480192679157,0.0607489443679,2.1300543745,640.046012873,-209.857931239,36671000000.0,0.357
5.275,4.00078992019,0.480317047808,0.0626375995552,2.18067648741,650.626465389,-211.624979681,36671000000.0,0.357
5.324999999999999,3.99491975847,0.480529951261,0.0645711310655,2.2321361016,661.296407204,-213.389549193,36671000000.0,0.357
5.375,3.98904959675,0.480834686826,0.0665502844897,2.28444040295,672.055735665,-215.151640661,36671000000.0,0.357
5.425000000000001,3.98317943503,0.481234979397,0.0685758119892,2.33759657283,682.904348324,-216.911254967,36671000000.0,0.357
5.475,3.97730927331,0.481735033698,0.070648472298,2.39161178807,693.842142945,-218.668392984,36671000000.0,0.357
5.525,3.9714391116,0.482339596273,0.0727690307237,2.44649322111,704.869017495,-220.423055582,36671000000.0,0.357
5.574999999999999,3.96556894988,0.483054029552,0.0749382591487,2.50224803993,715.984870149,-222.175243623,36671000000.0,0.357
5.625,3.95969878816,0.483884400604,0.0771569360324,2.55888340819,727.189599286,-223.924957963,36671000000.0,0.357
5.675000000000001,3.95382862644,0.484837588091,0.079425846412,2.61640648522,738.483103489,-225.672199452,36671000000.0,0.357
5.725,3.94795846472,0.485921412031,0.081745781905,2.67482442606,749.865281542,-227.416968935,36671000000.0,0.357
5.775,3.942088303,0.487144792129,0.0841175407103,2.73414438154,761.336032434,-229.159267249,36671000000.0,0.357
5.824999999999999,3.93621814128,0.488517942636,0.0865419276105,2.79437349828,772.895255353,-230.899095227,36671000000.0,0.357
5.875,3.93034797956,0.490052614062,0.0890197539735,2.85551891878,784.542849688,-232.636453695,36671000000.0,0.357
5.925000000000001,3.92447781785,0.491762395834,0.091551837755,2.91758778143,796.278715028,-234.371343472,36671000000.0,0.357
5.975,3.91860765613,0.493663099274,0.0941390034999,2.98058722054,808.102751158,-236.103765371,36671000000.0,0.357
6.025,3.91273749441,0.495773247614,0.0967820823452,3.04452436643,820.014858063,-237.833720202,36671000000.0,0.357
6.074999999999999,3.90686733269,0.498114711165,0.0994819120217,3.10940634543,832.014935922,-239.561208764,36671000000.0,0.357
6.125,3.90099717097,0.500713542244,0.102239336857,3.17524027993,844.102885113,-241.286231854,36671000000.0,0.357
6.175000000000001,3.89512700925,0.50360109027,0.105055207776,3.24203328845,856.278606204,-243.008790261,36671000000.0,0.357
6.225,3.88925684753,0.506815518085,0.107930382307,3.30979248565,868.54199996,-244.728884768,36671000000.0,0.357
6.275,3.88338668581,0.510403906016,0.110865724581,3.37852498236,880.892967338,-246.446516152,36671000000.0,0.357
6.324999999999999,3.8775165241,0.514425240662,0.113862105336,3.4482378857,893.331409487,-248.161685184,36671000000.0,0.357
6.375,3.87164636238,0.51895477637,0.116920401917,3.518938299,905.857227747,-249.874392629,36671000000.0,0.357
6.425000000000001,3.86577620066,0.52409060427,0.120041498284,3.59063332196,918.470323646,-251.584639246,36671000000.0,0.357
6.475,3.85990603894,0.529963925014,0.123226285011,3.6633300506,931.170598904,-253.292425788,36671000000.0,0.357
6.525,3.85403587722,0.53675585918,0.126475553982,3.7367957541,937.856947512,-12.4977530011,36671000000.0,9639.13321685
6.574999999999999,3.8481657155,0.544726543257,0.12978968235,3.81031791226,932.427082602,228.299378374,36671000000.0,0.357
6.625,3.84229555378,0.554269208535,0.133168421557,3.88318372101,920.980724426,226.598967603,36671000000.0,0.357
6.675000000000001,3.83642539207,0.566020595239,0.136611107579,3.9551598755,909.618765568,224.901013957,36671000000.0,0.357
6.725,3.83055523035,0.58111784163,0.140116976711,4.02625288501,898.341090886,223.205516715,36671000000.0,0.357
6.775,3.82468506863,0.601926357438,0.143685270873,4.09646924981,887.147585426,221.512475159,36671000000.0,0.357
6.824999999999999,3.81881490691,0.634951411883,0.147315237597,4.16581546113,876.038134424,219.821888581,36671000000.0,0.357
6.875,3.81294474519,0.719227372911,0.151006130016,4.23429800128,865.012623301,218.133756276,36671000000.0,0.357
6.925000000000001,3.80442186438,0.718121910672,0.154774721125,4.34177805538,854.070969011,216.446832609,16774000000.0,0.284
6.975,3.79324626447,0.631658167627,0.158655088244,4.48775944995,843.213090178,214.762303115,16774000000.0,0.284
7.025,3.78207066455,0.596451087435,0.16266336703,4.6318951175,832.438814517,213.082598511,16774000000.0,0.284
7.074999999999999,3.77089506464,0.573465821942,0.16679797028,4.77419914266,821.747908663,211.40771861,16774000000.0,0.284
7.125,3.75971946473,0.556195974196,0.171057322929,4.91468557035,811.140139373,209.737663233,16774000000.0,0.284
7.175000000000001,3.74854386482,0.542275513827,0.175439862012,5.0533684058,800.615273521,208.072432216,16774000000.0,0.284
7.225,3.73736826491,0.530566952982,0.179944036628,5.19026161465,790.1730781,206.412025402,16774000000.0,0.284
7.275,3.726192665,0.520433356913,0.184568307902,5.32537912297,779.813320214,204.756442648,16774000000.0,0.284
7.324999999999999,3.71501706509,0.511481397155,0.18931114895,5.45873481741,769.535767086,203.105683821,16774000000.0,0.284
7.375,3.70384146518,0.503450906113,0.194171044843,5.59034254517,759.340186047,201.459748802,16774000000.0,0.284
7.425000000000001,3.69266586527,0.496160780063,0.19914649257,5.72021611414,749.226344539,199.818637479,16774000000.0,0.284
7.475,3.68149026536,0.489479872278,0.204236000999,5.84836929291,739.194010114,198.182349754,16774000000.0,0.284
7.525,3.67031466545,0.483310175665,0.209438090848,5.97481581089,729.242950429,196.55088554,16774000000.0,0.284
7.574999999999999,3.65913906554,0.477576545759,0.214751294641,6.09956935829,719.372933247,194.924244761,16774000000.0,0.284
7.625,3.64796346563,0.472220128951,0.22017415668,6.22264358629,709.583726434,193.302427351,16774000000.0,0.284
7.675000000000001,3.63678786572,0.467193999375,0.225705233004,6.344052107,699.875097959,191.685433258,16774000000.0,0.284
7.725,3.6256122658,0.462460169386,0.231343091354,6.46380849358,690.246815889,190.073262439,16774000000.0,0.284
7.775,3.61443666589,0.457987485176,0.237086311141,6.58192628031,680.69864839,188.465914863,16774000000.0,0.284
7.824999999999999,3.60326106598,0.45375011077,0.242933483408,6.69841896258,671.230363727,186.863390509,16774000000.0,0.284
7.875,3.59208546607,0.449726413537,0.248883210796,6.81329999704,661.841730256,185.265689371,16774000000.0,0.284
7.925000000000001,3.58090986616,0.445898130211,0.254934107507,6.92658280159,652.53251643,183.672811449,16774000000.0,0.284
7.975,3.56973426625,0.442249733079,0.261084799273,7.03828075547,643.302490791,182.084756758,16774000000.0,0.284
8.025,3.55855866634,0.438767941487,0.267333923317,7.14840719932,634.151421973,180.501525324,16774000000.0,0.284
8.075,3.54738306643,0.435441340818,0.273680128322,7.25697543521,625.079078697,178.923117182,16774000000.0,0.284
8.125,3.53620746652,0.432260082047,0.280122074395,7.36399872673,616.085229771,177.34953238,16774000000.0,0.284
8.175,3.52503186661,0.429215642581,0.28665843303,7.46949029902,607.169644087,175.780770976,16774000000.0,0.284
8.225,3.5138562667,0.426300634419,0.293287887081,7.57346333885,598.332090622,174.216833042,16774000000.0,0.284
8.275,3.50268066679,0.423508649112,0.300009130718,7.67593099465,589.572338432,172.657718657,16774000000.0,0.284
8.325,3.49150506688,0.420834131895,0.306820869401,7.77690637658,580.890156656,171.103427915,16774000000.0,0.284
8.375,3.48032946697,0.418272279089,0.313721819843,7.87640255657,572.285314508,169.55396092,16774000000.0,0.284
8.425,3.46915386706,0.415818954327,0.320710709976,7.97443256839,563.75758128,168.009317785,16774000000.0,0.284
8.475,3.45797826714,0.413470620242,0.327786278918,8.0710094077,555.306726339,166.469498637,16774000000.0,0.284
8.525,3.44680266723,0.411224282906,0.334947276937,8.16614603207,546.932519124,164.934503614,16774000000.0,0.284
8.575,3.43562706732,0.409077447103,0.342192465423,8.25985536109,538.634729146,163.404332863,16774000000.0,0.284
8.625,3.42445146741,0.407028080871,0.349520616849,8.35215027636,530.413125986,161.878986545,16774000000.0,0.284
8.675,3.4132758675,0.405074588137,0.356930514741,8.44304362159,522.267479293,160.358464831,16774000000.0,0.284
8.725,3.40210026759,0.403215788671,0.364420953642,8.53254820261,514.197558781,158.842767902,16774000000.0,0.284
8.775,3.39092466768,0.401450904658,0.371990739083,8.62067678744,506.203134229,157.331895951,16774000000.0,0.284
8.825,3.37974906777,0.399779553655,0.379638687546,8.70744210635,498.283975482,155.825849184,16774000000.0,0.284
8.875,3.36857346786,0.39820174775,0.387363626435,8.79285685186,490.439852441,154.324627816,16774000000.0,0.284
8.925,3.35739786795,0.396717899018,0.395164394039,8.87693367885,482.67053507,152.828232073,16774000000.0,0.284
8.975,3.34622226804,0.395328831613,0.403039839503,8.95968520456,474.97579339,151.336662194,16774000000.0,0.284
9.025,3.33504666813,0.394035800966,0.410988822793,9.04112400865,467.355397479,149.849918427,16774000000.0,0.284
9.075,3.32387106822,0.392840521024,0.419010214667,9.12126263324,459.809117468,148.368001033,16774000000.0,0.284
9.125,3.31269546831,0.391745200683,0.427102896636,9.20011358299,452.336723541,146.890910284,16774000000.0,0.284
9.175,3.30151986839,0.390752591027,0.435265760941,9.27768932507,444.937985934,145.418646461,16774000000.0,0.284
9.225,3.29034426848,0.389866045646,0.443497710513,9.3540022893,437.612674931,143.95120986,16774000000.0,0.284
9.275,3.27916866857,0.38908959684,0.451797658944,9.42906486809,430.360560866,142.488600784,16774000000.0,0.284
9.325,3.26799306866,0.388428051777,0.460164530455,9.50288941657,423.181414117,141.03081955,16774000000.0,0.284
9.375,3.25681746875,0.387887113889,0.468597259865,9.57548825258,416.075005106,139.577866485,16774000000.0,0.284
9.425,3.24564186884,0.387473536721,0.477094792558,9.64687365673,409.0411043,138.129741928,16774000000.0,0.284
9.475,3.23446626893,0.387195320286,0.485656084451,9.71705787243,402.079482204,136.686446227,16774000000.0,0.284
9.525,3.22329066902,0.387061963707,0.494280101963,9.78605310596,395.189909364,135.247979744,16774000000.0,0.284
9.575,3.21211506911,0.387084793955,0.502965821986,9.85387152645,388.372156364,133.814342851,16774000000.0,0.284
9.625,3.2009394692,0.387277399024,0.511712231849,9.92052526597,381.625993823,132.385535929,16774000000.0,0.284
9.675,3.18976386929,0.387656207321,0.520518329289,9.98602641958,374.951192393,130.961559373,16774000000.0,0.284
9.725,3.17858826938,0.388241276152,0.52938312242,10.0503870453,368.34752276,129.542413589,16774000000.0,0.284
9.775,3.16741266947,0.389057386229,0.538305629702,10.1136191642,361.814755641,128.128098993,16774000000.0,0.284
9.825,3.15623706956,0.390135596532,0.54728487991,10.1757347604,355.352661782,126.718616011,16774000000.0,0.284
9.875,3.14506146964,0.391515513133,0.556319912102,10.2367457812,348.961011954,125.313965083,16774000000.0,0.284
9.925,3.13388586973,0.393248705838,0.56540977559,10.296664137,342.639576957,123.914146657,16774000000.0,0.284
9.975,3.12271026982,0.395404050172,0.574553529905,10.3555017013,336.388127614,122.519161195,16774000000.0,0.284
10.025,3.11153466991,0.398076467438,0.583750244773,10.413270311,330.206434769,121.129009168,16774000000.0,0.284
10.075,3.10035907,0.401402049919,0.592999000079,10.469981766,324.094269288,119.743691059,16774000000.0,0.284
10.125,3.08918347009,0.405586169757,0.602298885838,10.5256478298,318.051402054,118.363207362,16774000000.0,0.284
10.175,3.07800787018,0.410960864721,0.611649002166,10.5802802288,312.077603971,116.987558582,16774000000.0,0.284
10.225,3.06683227027,0.418118345281,0.621048459247,10.6338906532,306.172645954,115.616745235,16774000000.0,0.284
10.275,3.05565667036,0.428289268487,0.630496377305,10.6864907562,300.336298936,114.250767849,16774000000.0,0.284
10.325,3.04448107045,0.444855890474,0.639991886573,10.7380921545,294.568333858,112.88962696,16774000000.0,0.284
10.375,3.03330547054,0.488106456344,0.649534127263,10.7887064283,288.868521675,111.533323119,16774000000.0,0.284
10.425,3.02073908451,0.487032269126,0.659133359317,10.8634025585,283.236650547,110.18117989,8305800000.0,0.245
10.475,3.00678191235,0.4416533255,0.668810750797,10.9617035279,277.672509906,108.83382531,8305800000.0,0.245
10.525,2.9928247402,0.422969201232,0.678575945837,11.0580806846,272.1758401,107.492564613,8305800000.0,0.245
10.575,2.97886756805,0.410695629132,0.688427281209,11.1525571114,266.746348308,106.157398774,8305800000.0,0.245
10.625,2.96491039589,0.40145393345,0.698363113522,11.2451557946,261.38374166,104.828328782,8305800000.0,0.245
10.675,2.95095322374,0.39401756822,0.708381819142,11.335899625,256.087727237,103.505355642,8305800000.0,0.245
10.725,2.93699605159,0.387798827059,0.718481794111,11.4248113973,250.858012072,102.188480368,8305800000.0,0.245
10.775,2.92303887944,0.382470528235,0.728661454065,11.5119138103,245.69430314,100.877703993,8305800000.0,0.245
10.825,2.90908170728,0.377832516411,0.738919234161,11.5972294671,240.596307363,99.5730275592,8305800000.0,0.245
10.875,2.89512453513,0.373754312401,0.74925358899,11.6807808746,235.563731608,98.2744521251,8305800000.0,0.245
10.925,2.88116736298,0.370147057855,0.759662992504,11.7625904442,230.596282679,96.9819787618,8305800000.0,0.245
10.975,2.86721019082,0.366948458961,0.770145937932,11.8426804912,225.693667321,95.6956085543,8305800000.0,0.245
11.025,2.85325301867,0.364114130528,0.780700937704,11.9210732353,220.855592212,94.4153426012,8305800000.0,0.245
11.075,2.83929584652,0.361612355348,0.791326523372,11.9977908002,216.081763967,93.1411820147,8305800000.0,0.245
11.125,2.82533867437,0.359420788975,0.802021245527,12.0728552139,211.371889133,91.8731279206,8305800000.0,0.245
11.175,2.81138150221,0.357524336831,0.812783673726,12.1462884085,206.725674186,90.6111814582,8305800000.0,0.245
11.225,2.79742433006,0.355913775701,0.823612396406,12.2181122205,202.142825531,89.3553437806,8305800000.0,0.245
11.275,2.78346715791,0.354584873701,0.834506020815,12.2883483904,197.623049496,88.1056160544,8305800000.0,0.245
11.325,2.76950998575,0.353537865032,0.845463172922,12.357018563,193.166052336,86.8619994598,8305800000.0,0.245
11.375,2.7555528136,0.352777196411,0.856482497347,12.4241442873,188.771540226,85.6244951904,8305800000.0,0.245
11.425,2.74159564145,0.352311501295,0.86756265728,12.4897470165,184.439219261,84.3931044537,8305800000.0,0.245
11.475,2.7276384693,0.352153786129,0.8787023344,12.553848108,180.168795452,83.1678284705,8305800000.0,0.245
11.525,2.71368129714,0.352321836289,0.889900228801,12.6164688234,175.959974727,81.9486684753,8305800000.0,0.245
11.575,2.69972412499,0.352838873248,0.901155058908,12.6776303285,171.812462925,80.735625716,8305800000.0,0.245
11.625,2.68576695284,0.353734522695,0.912465561404,12.7373536933,167.725965799,79.5287014541,8305800000.0,0.245
11.675,2.67180978068,0.355046191966,0.92383049115,12.7956598919,163.700189007,78.3278969648,8305800000.0,0.245
11.725,2.65785260853,0.356821012558,0.935248621105,12.8525698027,159.734838118,77.1332135367,8305800000.0,0.245
11.775,2.64389543638,0.359118593904,0.946718742252,12.9081042082,155.829618603,75.9446524717,8305800000.0,0.245
11.825,2.62993826423,0.362014984556,0.958239663513,12.9622837949,151.984235835,74.7622150856,8305800000.0,0.245
11.875,2.61598109207,0.365608495647,0.969810211679,13.0151291536,148.19839509,73.5859027074,8305800000.0,0.245
